name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Productive Business Solutions Ltd.,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8603179,won: The Procurement of Goods for the Supply and Installation of One Hundred and Six (106) Cisco Meraki Enterprise Access Point License for a Three-Year Period (2026–2029).; value: 3257984.73 Currency: JMD; date: 10/04/2026 19:28:14; agency: JCA Project and Initiatives Implementation
Delta Supply Company Ltd,Jamaica,GOJEP Awards,,,,,"G0300-Industrial, Construction Equipment, Machinery, Parts and Supplies",,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9240095,won: Supply and Delivery of Small Tools Equipments under the RADA Hurricane Melissa Rapid Response Recovery Resilience Programme: RADA/GOODS/34/2025; value: 22707920.26 Currency: JMD; date: 10/04/2026 19:05:48; agency: Rural Agricultural Development Authority
Jamaica Broilers Group Limited,Jamaica,GOJEP Awards,,,,,"G0020-Agricultural Tools, Equipment Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9239553,won: Supply and Delivery of Livestock Kits under the RADA Hurricane Melissa Rapid Response Resilience Programme: RADA/GOODS/41/2025; value: 5583316.75 Currency: JMD; date: 10/04/2026 18:21:21; agency: Rural Agricultural Development Authority
Derron Grant t/as Synergy Business Solution,Jamaica,GOJEP Awards,,,,,"G0020-Agricultural Tools, Equipment Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9239208,won: Supply and Delivery of Hot Pepper Seedlings under the RADA Hurricane Melissa Rapid Response Recovery Resilience Programme: RADA/GOODS/42/2025; value: 20187735.00 Currency: JMD; date: 10/04/2026 18:03:54; agency: Rural Agricultural Development Authority
ARCHISTRUCT LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8026408,won: Procurement of Works: Refurbishing Works to St. Anns Bay Police Station Under Emergency Circumstances; value: 228657942.81 Currency: JMD; date: 10/04/2026 16:25:47; agency: Ministry of National Security
KLESING INDUSTRIAL SUPPLIES LIMITED,Jamaica,GOJEP Awards,,,,,"G0300-Industrial, Construction Equipment, Machinery, Parts and Supplies",,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8201221,"won: LT-72/2025. Supply of 6"" and 10"" Electromagnetic Flowmeters; value: 1467903.34 Currency: JMD; date: 10/04/2026 15:44:54; agency: National Water Commission"
Pryce Construction Limited,Jamaica,GOJEP Awards,,,,,W0100-General Road Works,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9235131,"won: Rehabilitation of Flood Damaged Farm Roads in St. Elizabeth [Culvert Lane Road, Thornton Road and Middlesex Road]: RADA/FRRP/WORKS/65/2025; value: 80043755.00 Currency: JMD; date: 10/04/2026 14:50:16; agency: Rural Agricultural Development Authority"
E and A Jones and Associates Ltd,Jamaica,GOJEP Awards,,,,,W0100-General Road Works,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9234325,won: Rehabilitation of Flood Damaged Farm Road in Hanover [Georgia Road]: RADA/FRRP/WORKS/58/2025; value: 13727160.00 Currency: JMD; date: 10/04/2026 14:15:18; agency: Rural Agricultural Development Authority
Rogers Land Development Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8403467,"won: Procurement of Works under Emergency Circumstances Renovation Works at the Mount Salem Police Station, St. James; value: 160278443.00 Currency: JMD; date: 09/04/2026 19:47:11; agency: Ministry of National Security"
WASTE MATTERS LIMITED,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9228518,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 5474000.00 Currency: JMD; date: 09/04/2026 17:59:35; agency: MPM Waste Management
Trucking and Compactor Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9228286,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 3257160.00 Currency: JMD; date: 09/04/2026 17:51:20; agency: MPM Waste Management
Howard Robinson T/A Simplicity Truckings,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227942,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 10968240.00 Currency: JMD; date: 09/04/2026 17:33:11; agency: MPM Waste Management
Sheldon's Disposal and Maintenance Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227834,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 3377550.00 Currency: JMD; date: 09/04/2026 17:28:04; agency: MPM Waste Management
Samz Disposals Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227677,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 9607100.00 Currency: JMD; date: 09/04/2026 17:20:51; agency: MPM Waste Management
Sahran Heslop T/A Samal’s FCT,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227589,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 3462400.00 Currency: JMD; date: 09/04/2026 17:15:23; agency: MPM Waste Management
Phil- Rowe Recycling Company Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227186,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 11373500.00 Currency: JMD; date: 09/04/2026 17:01:29; agency: MPM Waste Management
MARTIN PARKES T/AS PARKES TRUCKING,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9227028,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 7747000.00 Currency: JMD; date: 09/04/2026 16:56:37; agency: MPM Waste Management
MARVIN TAYLOR T/AS MAVRICK HAULAGE WASTE AND AGGREGATE,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9226572,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 8207090.00 Currency: JMD; date: 09/04/2026 16:52:36; agency: MPM Waste Management
Carlos Kamalo Malcolm T/as Massarak Haulage and Trucking,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9226414,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 11424400.00 Currency: JMD; date: 09/04/2026 16:42:51; agency: MPM Waste Management
M and F Trucking Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9226027,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 6204710.00 Currency: JMD; date: 09/04/2026 16:30:18; agency: MPM Waste Management
Lexiff haulage company limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9225762,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 5202140.00 Currency: JMD; date: 09/04/2026 16:22:24; agency: MPM Waste Management
K AND S GARBAGE DISPOSAL LIMITED,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9225511,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 7438400.00 Currency: JMD; date: 09/04/2026 16:14:42; agency: MPM Waste Management
Jlink Waste Management Solutions and Services Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9225348,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 3182160.00 Currency: JMD; date: 09/04/2026 16:07:15; agency: MPM Waste Management
SHAMAR D STEPHENS T/AS DETRITUS DISPOSAL AND RECYCLING,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9225248,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 3659484.00 Currency: JMD; date: 09/04/2026 16:03:06; agency: MPM Waste Management
DAVID'S SCRAP METAL COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9225031,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 5379930.00 Currency: JMD; date: 09/04/2026 15:53:44; agency: MPM Waste Management
Michael Beckford T/A Becky's Trucking,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9224738,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 11459750.00 Currency: JMD; date: 09/04/2026 15:40:53; agency: MPM Waste Management
1Hardarak Company Limited,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9224399,won: EMERGENCY SUPPLEMENTARY SERVICES; value: 6287600.00 Currency: JMD; date: 09/04/2026 15:26:49; agency: MPM Waste Management
Garnett Harris T/A SkyCrop Solutions JA,Jamaica,GOJEP Awards,,,,,"G0020-Agricultural Tools, Equipment Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8766886,won: Supply and Delivery of Drones under the RADA Hurricane Melissa Rapid Response Recovery Resilience Programme: RADA/GOODS/30/2025; value: 21606750.00 Currency: JMD; date: 09/04/2026 14:03:19; agency: Rural Agricultural Development Authority
