name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Stone Plus Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9329059,won: Emergency Works Hurricane Melissa Reopening of Roads Waterford Gully Dyke Road Adair Drive to Godley Avenue St. Cath; value: 6950755.10 Currency: JMD; date: 22/04/2026 16:49:18; agency: National Works Agency
J Squared Stationery and Office Supplies Limited,Jamaica,GOJEP Awards,,,,,G0210-General Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8791068,won: Supply and Delivery of Storage Box; value: 67275.00 Currency: JMD; date: 22/04/2026 16:11:26; agency: Kingston and St. Andrew Health Services
Starlit Hardware Electronics and General Supplies Distributors Limited,Jamaica,GOJEP Awards,,,,,G0230-Hardware and Haberdashery,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8781333,won: Supply and Delivey of Chrome Faucets; value: 162840.00 Currency: JMD; date: 22/04/2026 15:32:26; agency: Kingston and St. Andrew Health Services
BIODEN CHEMICALS LIMITED,Jamaica,GOJEP Awards,,,,,"G0320-Janitorial, Sanitation Supplies",,,,,supply;cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8791445,won: Supply and Delivery of Alcohol; value: 288420.00 Currency: JMD; date: 22/04/2026 15:10:09; agency: Kingston and St. Andrew Health Services
Kemilles Kleen Nest limited,Jamaica,GOJEP Awards,,,,,G0430-Pesticides,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8525980,won: Procurement of Insect Repellent (Vector); value: 471960.00 Currency: JMD; date: 22/04/2026 14:52:15; agency: St. Catherine Health Services
Donemar Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8177805,won: Supply and Delivery of Needles; value: 1327100.00 Currency: JMD; date: 22/04/2026 14:36:31; agency: Kingston and St. Andrew Health Services
Inova Solutions Jamaica (ISJ) Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8617932,won: Procurement for Migration from Microsoft Exchange Server 2019 On-Premises to Microsoft Exchange Online; value: 2/ 2; date: 21/04/2026 20:09:52; agency: Electoral Office Of Jamaica
ROYALE COMPUTERS AND ACCESSORIES LIMITED,Jamaica,GOJEP Awards,,,,,"G0410-Office Equipment Supplies, Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9134598,won: Procurement of Five Hundred (500) USB Flash Drives; value: 505281.25 Currency: JMD; date: 21/04/2026 20:04:45; agency: Electoral Office Of Jamaica
AE Tactical LTD,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9030052,"won: Procurement for the Supply and Delivery of Drug Test kits for the Border Protection Division , Jamaica Customs Agency; value: 1253420.25 Currency: JMD; date: 21/04/2026 18:56:18; agency: JCA Project and Initiatives Implementation"
VICK MCNAUGHTON T/AS VM CONSTRUCTION AND HAULAGE,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9319847,"won: Emergency Works Hurricane Melissa Reopening of Roads - Albert Town to Allsides, Trelawny; value: 5087031.20 Currency: JMD; date: 21/04/2026 18:07:46; agency: National Works Agency"
Gibraltar Construction Haulage and Equipment Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8427464,"won: Emergency Procurement – Patching - Various Bus Routes in Portmore (Package B), St. Catherine (Post Hurricane Melissa); value: 19077935.00 Currency: JMD; date: 21/04/2026 16:16:04; agency: National Works Agency"
Lasco Distributors Limited,Jamaica,GOJEP Awards,,,,,G0190-Food and Grocery Items,,,,,supply;food,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8914477,won: Procurement of Bottled Water; value: 89235.40 Currency: JMD; date: 21/04/2026 16:15:41; agency: St. Catherine Health Services
Marketing Plus Limited T/A Marketing Plus Communications,Jamaica,GOJEP Awards,,,,,S0300-General Services,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=1600562,"won: TIU/2021/COMMS/RFP-002-Provision of Public Relations and Media Services to Support the Implementation of a Customer Relationship Management System For The Passport, Immigration and Citizenship Agency (PICA; value: 5738500.00 Currency: JMD; date: 21/04/2026 15:19:35; agency: Transformation Implementation Unit"
SUPREME LAUNDRY SERVICES LIMITED,Jamaica,GOJEP Awards,,,,,S0360-Laundry and Dry Cleaning Services,,,,,cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7868486,won: To Provide Laundry Service for VJH 2220020253554; value: 3363750.00 Currency: JMD; date: 21/04/2026 14:39:05; agency: Kingston Public Hospital
VM CONSTRUCTION AND HAULAGE COMPANY LTD T-A VM CONSTRUCTION AND HAULAGE,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9315251,"won: Emergency hurricane Melissa Repairs at the Pell River Primary School; value: 13639800.00 Currency: JMD; date: 20/04/2026 23:51:33; agency: Ministry of Education, Youth and Information"
Atlantic Industrial Electric Supply Company Limited,Jamaica,GOJEP Awards,,,,,"G0150-Electrical Equipment, Parts and Supplies",,,,,supply;energy,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8923055,won: Procurement of Electrical Appliance (Surge Protectors); value: 68261.70 Currency: JMD; date: 20/04/2026 22:25:18; agency: St. Catherine Health Services
KNIGHT TRADING COMPANY LTD,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8926101,won: Procurement of Medical Supplies (Bed Rolls); value: 491351.88 Currency: JMD; date: 20/04/2026 22:02:13; agency: St. Catherine Health Services
LP AZAR LIMITED,Jamaica,GOJEP Awards,,,,,G0330-Manufacture and Supply of Textile and Garment Products,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8580648,won: The Procurement of Driver Uniform Shirts 2025/2026 - 25-26-HR-0030-DUS; value: 122130.00 Currency: JMD; date: 20/04/2026 20:35:22; agency: Western Regional Health Authority
Modern Waterproofing and Construction,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9312650,"won: Emergency Hurricane Melissa Repairs at the Lucea Infant School; value: 29690620.00 Currency: JMD; date: 20/04/2026 20:30:18; agency: Ministry of Education, Youth and Information"
HT ROOFING AND CONSTRUCTION LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9312085,"won: Emergency Hurricane Melissa Repairs at the Cornwall Mountain Primary; value: 23975100.00 Currency: JMD; date: 20/04/2026 19:58:08; agency: Ministry of Education, Youth and Information"
Kingston Industrial Garage Limited,Jamaica,GOJEP Awards,,,,,G0390-Motor Vehicle Spares and Accessories,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8648906,won: Supply and Delivery of one (1) Four-Wheel Drive SUV; value: 10258000.00 Currency: JMD; date: 20/04/2026 19:04:08; agency: National Land Agency
THLC Company Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9310304,"won: Emergency Hurricane Melissa Repairs to Roofs, Waterproofing of Reinforced Concrete Roof Slabs and Repairs to Water Storage tanks at Enid Bennett High School; value: 47609869.00 Currency: JMD; date: 20/04/2026 17:29:03; agency: Ministry of Education, Youth and Information"
Chins Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9309245,won: emergency Works Hurricane Melissa Reopeninh of Roads Jacks Hill Road Skyline Drive Jacks Hill Tavistock terrace St Andrew North Eastern; value: 4096642.26 Currency: JMD; date: 20/04/2026 17:01:46; agency: National Works Agency
Marshall Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9309436,"won: Emergency Hurricane Melissa Repairs at the Friendship Primary School; value: 81965511.08 Currency: JMD; date: 20/04/2026 16:59:26; agency: Ministry of Education, Youth and Information"
Kinetic Engineering Services Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9308540,won: Emergency Works Hurricane Melissa Reopening of Roads Cooriville Garden Drain; value: 4997599.16 Currency: JMD; date: 20/04/2026 16:42:30; agency: National Works Agency
Tropical Metal Products Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9308138,"won: Emergency Hurricane Melissa Repairs at Maldon Primary; value: 14027637.00 Currency: JMD; date: 20/04/2026 16:12:48; agency: Ministry of Education, Youth and Information"
Cenitech Engineering Solutions Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9278796,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Bryce Primary School in Manchester.; value: 47194350.00 Currency: JMD; date: 20/04/2026 15:55:51; agency: National Education Trust
Sylvester Stewart T/A Sylvester Stewart's Enterprises,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9278835,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Pike Primary and Infant School; value: 53748500.00 Currency: JMD; date: 20/04/2026 15:51:16; agency: National Education Trust
RSJ CONSTRUCTION COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9278981,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Montego Bay High School; value: 114336600.00 Currency: JMD; date: 20/04/2026 15:46:24; agency: National Education Trust
Construction Solutions Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9279020,"won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Bethel Infant School in Hopewell P.O., Hanover, Jamaica; value: 124017891.49 Currency: JMD; date: 20/04/2026 15:39:11; agency: National Education Trust"
Wadmar Construction Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8733330,"won: Proposed Urgent Renovation Work at the St. Mary Parish Court, Richmond.; value: 2/ 2; date: 20/04/2026 15:24:49; agency: Ministry of Justice and Constitutional Affairs"
Bundah and Sons Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8220746,"won: Emergency Procurement - Patching – Post Hurricane Melissa SER Patching Programme (St. Andrew, St. Catherine, Kingston)- PK 1; value: 45105650.00 Currency: JMD; date: 20/04/2026 15:23:49; agency: National Works Agency"
Maxwell Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9306905,won: Emergency Works Huricane Melissa eopening of Roads Merrivale Close; value: 7112542.94 Currency: JMD; date: 20/04/2026 15:18:54; agency: National Works Agency
Howard Construction Company Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9279132,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Russells Primary and Infant School in St Elizabeth; value: 46894350.00 Currency: JMD; date: 20/04/2026 15:07:21; agency: National Education Trust
Clifton Anthony Harris T/As CA Quality Development and Construction,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9279355,"won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Good Will Primary and Infant School in Goodwill District, Chatham P.A. St James; value: 100127350.00 Currency: JMD; date: 20/04/2026 14:58:25; agency: National Education Trust"
Construction 365 Company Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9279642,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Montego Bay Infant School; value: 112303500.00 Currency: JMD; date: 20/04/2026 14:49:21; agency: National Education Trust
SOUTHERN CONTRACTING COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9280568,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Lewisville High School; value: 689893620.00 Currency: JMD; date: 20/04/2026 14:24:16; agency: National Education Trust
Lesclar Synergy Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8417272,"won: Emergency Procurement - Patching - May Pen to Chapelton, Colonels Ridge to Kellits, Clarendon; value: 34007744.00 Currency: JMD; date: 20/04/2026 14:13:38; agency: National Works Agency"
Pavecon Ltd.,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9281595,won: Emergency Procurement – Hurricane Melissa: Renovation and Repairs at Black River High School in St Elizabeth; value: 368884926.00 Currency: JMD; date: 20/04/2026 14:11:11; agency: National Education Trust
Dwight Phoenix T/A - Phoenix Inertia,Jamaica,GOJEP Awards,,,,,S0300-General Services,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9146985,"won: Procurement for Post Contract Supervision for Installation of Air Conditioning System at 15 West Kings House; value: 2935005.00 Currency: JMD; date: 20/04/2026 14:02:00; agency: Ministry of Education, Youth and Information"
Jacron Technology solutions and Services Limited,Jamaica,GOJEP Awards,,,,,"G0310-Intrusion Detection Equipment, Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8601087,"won: Retender Procurement for Supply and Installation of CCTV Cameras at Cedric Titus High School; value: 2283720.00 Currency: JMD; date: 20/04/2026 14:00:15; agency: Ministry of Education, Youth and Information"
SANMERNA PAPER PRODUCTS LIMITED,Jamaica,GOJEP Awards,,,,,"G0320-Janitorial, Sanitation Supplies",,,,,supply;cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8944880,won: Procurement of Cleaning and Sanitation Supplies (Hand Towels and Tissues); value: 2129432.00 Currency: JMD; date: 20/04/2026 13:11:59; agency: St. Catherine Health Services
Jamaican Association for Debating and Empowerment (JADE) Ltd.,Jamaica,GOJEP Awards,,,,,S0200-Event Planning,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8717548,won: TIU/2026/COMMS/RFQ-001 - Debate Competition Coordination and Event Management Services; value: 33124025.00 Currency: JMD; date: 18/04/2026 20:31:20; agency: Transformation Implementation Unit
