name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
DA Traders Management and imports,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454663,"won: Building Relief Packages to be Distributed to the Families of Tourism Workers whose homes were affected by Hurricane Melissa in Westmoreland, Trelawny, St. James, Hanover and St. Elizabeth; value: 11678800.00 Currency: JMD; date: 07/05/2026 23:17:57; agency: Tourism Enhancement Fund"
OLIVER WARREN T/A OW CONSTRUCTION AND HARDWARE,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454577,won: Building Relief Packages to be Distributed to the Families of Tourism Workers whose homes were affected by Hurricane Melissa in Trelawny; value: 3457909.77 Currency: JMD; date: 07/05/2026 23:11:12; agency: Tourism Enhancement Fund
KAG Stockpile and Hardware Supplies Limited,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454515,won: Building Relief Packages to be Distributed to the Families of Tourism Workers whose homes were affected by Hurricane Melissa in St. Ann; value: 4496280.00 Currency: JMD; date: 07/05/2026 23:05:54; agency: Tourism Enhancement Fund
SKYMAR BUILDING CONSTRUCTION AND MAINTENANCE LIMITED,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454376,won: Building Relief Packages to be Distributed to the Families of Tourism Workers whose homes were affected by Hurricane Melissa in St. Mary; value: 1031825.54 Currency: JMD; date: 07/05/2026 23:01:42; agency: Tourism Enhancement Fund
LEVON ELECTRICAL AND HARDWARE LTD,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454277,won: Building Relief Packages to be Distributed to the Families of Tourism Workers whose homes were affected by Hurricane Melissa in St. Elizabeth; value: 7076845.86 Currency: JMD; date: 07/05/2026 22:48:29; agency: Tourism Enhancement Fund
Hi-Pro Farm Supplies,Jamaica,GOJEP Awards,,,,,G0190-Food and Grocery Items,,,,,food,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9454100,"won: Provision of Tomatoes, Sweet Peppers, Carrots, Squash, Beans and Sweet Corn for Farmers affected by Hurricane Melissa; value: 9996754.50 Currency: JMD; date: 07/05/2026 22:38:10; agency: Tourism Enhancement Fund"
Newport Fersan (Jamaica) Limited,Jamaica,GOJEP Awards,,,,,"G0020-Agricultural Tools, Equipment Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9453999,"won: Fertilizer, Insecticide and Herbicide for Farmers affected by Hurricane Melissa; value: 1138062.00 Currency: JMD; date: 07/05/2026 22:30:49; agency: Tourism Enhancement Fund"
ADON SOLUTIONS LIMITED,Jamaica,GOJEP Awards,,,,,G0230-Hardware and Haberdashery,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8435960,won: Supply and Delivery of 400 bags (50 lb each) of 10X Dynamix Super Alloy Abrasive; value: 5670802.20 Currency: JMD; date: 07/05/2026 21:31:31; agency: Port Authority of Jamaica
Lasco Distributors Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7546398,won: Procurement of three (3) years Reagent Lease Agreement  For Laboratory Services within Health Facilities of the Southern Regional Health Authority; value: 4753500.90 Currency: USD; date: 07/05/2026 20:13:14; agency: Southern Regional Health Authority
Campbells Office Supplies ltd,Jamaica,GOJEP Awards,,,,,G0210-General Supplies,,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9274757,won: The Procurement of Industrial Label Marker  for Trelawny Health Department 26/27-ADMINTHD-012; value: 199697.50 Currency: JMD; date: 07/05/2026 19:09:00; agency: Western Regional Health Authority
Mona Graphic Printers Company Limited,Jamaica,GOJEP Awards,,,,,"G0410-Office Equipment Supplies, Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9334085,won: The Procurement of Patient Receipt Books for the Region 26/27-ASC/WRO-004; value: 412275.00 Currency: JMD; date: 07/05/2026 19:00:33; agency: Western Regional Health Authority
One Stop Furniture Co. Ltd.,Jamaica,GOJEP Awards,,,,,"G0110-Carpets, Blinds, Drapery, Soft Furnishings and related items",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9209418,won: The Procurement of Lobby Mat for Corporate Services 25/26-CORPS-0110; value: 2/ 2; date: 07/05/2026 18:41:42; agency: Western Regional Health Authority
REEBAHAM SERVICES LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9449957,won: Emergency Works Hurricane Melissa Reopening of Roads-Robertsfield-Halls Delight St. Andrew; value: 7813503.50 Currency: JMD; date: 07/05/2026 18:40:30; agency: National Works Agency
Gibraltar Construction Haulage and Equipment Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9449778,won: Emergency Works Hurricane Melissa Reopening of Roads-Papine - Lookout (Papine-Skyline Drive) St. Andrew; value: 2999633.20 Currency: JMD; date: 07/05/2026 18:30:19; agency: National Works Agency
Kinetic Engineering Services Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9449717,won: Emergency Works Hurricane Melissa Reopening of Roads-Barbican-Skyline Drive St. Andrew; value: 5459094.00 Currency: JMD; date: 07/05/2026 18:23:16; agency: National Works Agency
Barnaby Engineering and Testing Services Limited,Jamaica,GOJEP Awards,,,,,W0180-Mechanical Works,,,,,cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9448964,won: Catalyst Dumping and Vessel Cleaning - April 2026 Catalyst Replacement; value: 9616000.00 Currency: JMD; date: 07/05/2026 18:12:01; agency: Petrojam Limited
Jesgo Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9448848,won: Emergency Works Hurricane Melissa Reopening of Roads-Tamarind Tree-Redlight (Papine-Redlight) No.2 St. Andrew; value: 6410742.80 Currency: JMD; date: 07/05/2026 17:56:44; agency: National Works Agency
Vanguard Security Limited,Jamaica,GOJEP Awards,,,,,S0530-Safety and Security Services - Guard Services,,,,,supply;security,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8457292,won: Procurement of Security Guard Services for the Bureau for 2026 - 2029; value: 44652384.00 Currency: JMD; date: 07/05/2026 17:46:23; agency: Students' Loan Bureau
DIGICEL JAMAICA LIMITED,Jamaica,GOJEP Awards,,,,,G0550-Telecommunication Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7831188,won: Procurement of Closed User Group Services for the Student' Loan Bureau; value: 2/ 2; date: 07/05/2026 17:41:47; agency: Students' Loan Bureau
Gibraltar Bay Global Consultancy and Business Advisory Services,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9446467,won: Emergency Works Hurricane Melissa Reopening of Roads-St. Peters to Silver Hill Gap (Guava Ridge-Silver Hill Gap) St. Andrew; value: 5128772.10 Currency: JMD; date: 07/05/2026 16:33:14; agency: National Works Agency
CDF SCAFFOLDING 2010 LIMITED,Jamaica,GOJEP Awards,,,,,S0230-Equipment Rental : Rental of Construction and Industrial Equipment and Tools,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9444846,won: Scaffolding Services for Emergency Catalyst Replacement April 2026; value: 8949600.00 Currency: JMD; date: 07/05/2026 16:23:15; agency: Petrojam Limited
KLESING INDUSTRIAL SUPPLIES LIMITED,Jamaica,GOJEP Awards,,,,,"G0300-Industrial, Construction Equipment, Machinery, Parts and Supplies",,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9002469,"won: CP0295/26. Supply of 6"" Electromagnetic Flowmeter; value: 764646.64 Currency: JMD; date: 07/05/2026 15:57:50; agency: National Water Commission"
Sylvan Sherwood,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9221700,won: Provision of Labour and Materials for Construction of Canopy at HDU Main Gate 26/27-AL-066; value: 2994800.00 Currency: JMD; date: 07/05/2026 15:48:09; agency: Western Regional Health Authority
Automatic Control Engineering Ltd.,Jamaica,GOJEP Awards,,,,,"G0300-Industrial, Construction Equipment, Machinery, Parts and Supplies",,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8798490,won: CP0189/26. Supply of Greyline Portable Flowmeters; value: 5031722.65 Currency: JMD; date: 07/05/2026 15:38:24; agency: National Water Commission
ARRAY INDUSTRIAL LIMITED,Jamaica,GOJEP Awards,,,,,S0250-Equipment Maintenance: Other,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9443304,won: Non-Destructive Testing of F-1 Tube During Shutdown- Catalyst Regeneration April 2026; value: 11428828.87 Currency: JMD; date: 07/05/2026 14:52:19; agency: Petrojam Limited
Marshall Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9443436,"won: Re: Hurricane Melissa- Award of Contract for Renovation and Repair Works at Hastings Primary and Infant School, Deeside P.O., Deeside, Trelawny, Jamaica (Ref. No.: GOJ/NET/EMER/48-2025/2026); value: 39848000.00 Currency: JMD; date: 07/05/2026 14:39:04; agency: National Education Trust"
BUILD MANAGEMENT TECHNOLOGY AND LOGISTICS,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9443111,"won: Re: Hurricane Melissa- Letter of Award for Works at Anchovy High School, Anchovy, St. James (Ref. No.: GOJ/NET/EMER/24-2025/2026); value: 120285650.00 Currency: JMD; date: 07/05/2026 14:13:40; agency: National Education Trust"
Brothers Concepts and Solutions Ltd,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9442967,"won: Re: Hurricane Melissa- Letter of Award for Works at Corinaldi Avenue Primary School, Montego Bay, Jamaica. (Ref. No.: GOJ/NET/EMER/121-2025/2026); value: 104263300.00 Currency: JMD; date: 07/05/2026 13:39:25; agency: National Education Trust"
JNC Supplies,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9245386,won: Provision of labour and materials for Replacement Shutter for Laundry 26/27-AL-065; value: 1286145.00 Currency: JMD; date: 06/05/2026 22:37:05; agency: Western Regional Health Authority
CARI-MED GROUP LIMITED,Jamaica,GOJEP Awards,,,,,G0450-Pharmaceutical and Prescription Drugs,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9245797,won: Procurement of Nutritional Order May 2026 25/26-AL-133; value: 1457970.80 Currency: JMD; date: 06/05/2026 22:08:59; agency: Western Regional Health Authority
Build-Rite Construction Co. Ltd.,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8642966,"won: Emergency Procurement - Letter of Bid - Four Paths to Guinep Tree, Hazard Drive, Bustamante Highway (Package A), Clarendon (Post Hurricane Melissa Patching); value: 25114191.00 Currency: JMD; date: 06/05/2026 20:49:05; agency: National Works Agency"
KS VERDANT ENTERPRISES LIMITED,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9138235,won: The Procurement of Solid State Disk (SSD) for Laptop - 25/26-ICT-0039; value: 41400.00 Currency: JMD; date: 06/05/2026 19:42:16; agency: Western Regional Health Authority
Alcar Construction and Haulage Company Ltd,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9437364,won: Emergency Works Hurricane Melissa Reopening of Roads-Port Morant to Bath St. Thomas; value: 2805744.50 Currency: JMD; date: 06/05/2026 19:23:12; agency: National Works Agency
C and C Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9437063,won: Emergency Works Hurricane Melissa Reopening of Roads-MRB to Potosi St. Thomas; value: 2637120.00 Currency: JMD; date: 06/05/2026 19:12:46; agency: National Works Agency
Smart Mobile Solutions JA Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9034900,"won: The Procurement of Laptops for Medical Physicist and Regional Manager, Maintenance and Engineering - WRHA -25-26-MIS-0030; value: 411640.98 Currency: JMD; date: 06/05/2026 18:49:12; agency: Western Regional Health Authority"
Advance Procurement Limited,Jamaica,GOJEP Awards,,,,,G0210-General Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9234244,won: The Procurement of Steel Containers for Noel Holmes 26/27-NHH-ADMIN-001; value: 3622500.00 Currency: JMD; date: 06/05/2026 18:31:06; agency: Western Regional Health Authority
Brentwood Construction Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8973883,won: Renovation Works for Warehouse Interior and External Finishes at the Kingston Free Zone; value: 2/ 2; date: 06/05/2026 18:14:31; agency: Port Authority of Jamaica
BIODEN CHEMICALS LIMITED,Jamaica,GOJEP Awards,,,,,"G0320-Janitorial, Sanitation Supplies",,,,,supply;healthcare;cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9155011,won: The Procurement of Waste Bins for Manchester Health Department within the Southern Regional Health Authority REF: SS-26-MHD-002SS; value: 163300.00 Currency: JMD; date: 06/05/2026 18:08:18; agency: Southern Regional Health Authority
Jammkee Supplies,Jamaica,GOJEP Awards,,,,,G0540-Stationery Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9191209,won: Procurement of Number Roll Ticket 26/27-AL-027D; value: 855600.00 Currency: JMD; date: 06/05/2026 17:35:18; agency: Western Regional Health Authority
PBS Technologies (Jamaica) Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8732625,won: RFQ# 2026-004 Procurement of Fifteen (15) Canon imageFORMULA P-215II Scanners; value: 842231.25 Currency: JMD; date: 06/05/2026 17:33:56; agency: Transport Authority
CABLE AND WIRELESS JAMAICA LIMITED,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9098531,won: Service to Repair Damaged Fiber and Outdoor CAT6 Cables at the Savanna-la-mar Public General Hospital  25/26-ICT-0032-C; value: 1401590.73 Currency: JMD; date: 06/05/2026 17:03:26; agency: Western Regional Health Authority
Medical Link Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9256027,won: Procurement of Edan Recording Paper 26-27-AL-094; value: 465750.00 Currency: JMD; date: 06/05/2026 16:47:45; agency: Western Regional Health Authority
T and S Trucking and Equipment,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9292030,won: Provision of Labour and Materials to Repair Fencing at HDU and Laundry 26/27-AL-110; value: 1645000.00 Currency: JMD; date: 06/05/2026 15:09:30; agency: Western Regional Health Authority
S and G Road Surfacing Materials Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8418625,"won: Emergency Procurement - Patching - Spur Tree - Greenvale, Manchester; value: 45000000.00 Currency: JMD; date: 06/05/2026 14:01:48; agency: National Works Agency"
Globe Search Group Limited,Jamaica,GOJEP Awards,,,,,"G0180-Electronic Equipment, Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8894612,won: Supply and Delivery of Refrigerator; value: 49306.25 Currency: JMD; date: 06/05/2026 13:27:38; agency: Jamaica Customs Agency
WITTER'S PROMOTIONAL IDEAS AND DESIGNS LTD,Jamaica,GOJEP Awards,,,,,G0360-Merchandise,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9206689,won: Supply and Delivery of Table Covers; value: 48300.00 Currency: JMD; date: 06/05/2026 13:25:41; agency: Jamaica Customs Agency
Konnexx Services Limited,Jamaica,GOJEP Awards,,,,,S0320-Information Technology Services,,,,,it,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8794125,won: Provision of Site Assessment Services for the Public Wi-Fi; value: 10062500.00 Currency: JMD; date: 05/05/2026 21:28:08; agency: Universal Service Fund
Computers and More Ltd,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9042994,won: Purchase of Desktop Computers and Multipurpose Printers for CAP Sites in Trelawny; value: 2/ 2; date: 05/05/2026 21:25:18; agency: Universal Service Fund
ROYALE COMPUTERS AND ACCESSORIES LIMITED,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8707218,won: LT-07/2026 Supply and Delivery of UBIQUITI ACCESS POINTS; value: 3959092.47 Currency: JMD; date: 05/05/2026 21:15:18; agency: National Water Commission
Refractory and Insulation Sales and Services,Jamaica,GOJEP Awards,,,,,W0180-Mechanical Works,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9423431,won: Furnace (F-1) Refractory and Insulation Repairs (Catalyst Regeneration -April 2026); value: 6188267.50 Currency: JMD; date: 05/05/2026 20:56:13; agency: Petrojam Limited
Smith's Asphalt and Aggregate Ltd,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9429186,won: Emergency Works Hurricane Melissa Reopening of Roads-Petersfield to Danvers Pen St. Thomas; value: 3176720.00 Currency: JMD; date: 05/05/2026 20:55:07; agency: National Works Agency
DIVERSE SERVICES AND CONSTRUCTION LTD.,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9428921,"won: Re: Hurricane Melissa- Award of Works at Anchovy Primary School, Anchovy, St. James, Jamaica (Ref. No.: GOJ/NET/EMER/145-2025/2026); value: 174675554.90 Currency: JMD; date: 05/05/2026 20:46:48; agency: National Education Trust"
FSC Construction Works Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9428762,"won: Emergency Works Hurricane Melissa Reopening of Roads -Barnett- Adelphi ( Chelsea), St. James; value: 4412809.80 Currency: JMD; date: 05/05/2026 20:30:37; agency: National Works Agency"
Odel Allen Construction,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9428229,"won: Re: Hurricane Melissa- Award of Contract for Renovation and Repair Works at Nazareth Primary and Infant School, Maidstone P.O., Maidstone, Manchester, Jamaica (Ref. No.: GOJ/NET/EMER/59-2025/2026); value: 34150000.00 Currency: JMD; date: 05/05/2026 20:24:06; agency: National Education Trust"
CONTRAXX ENTERPRISES LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9428165,won: Emergency Works Hurricane Melissa Reopening of Roads- Barnett - Adelphi ( Murray Hill); value: 7845990.00 Currency: JMD; date: 05/05/2026 20:14:40; agency: National Works Agency
MAYDAD CONSTRUCTION LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9427956,"won: Emergency Works Hurricane Melissa Reopening of Roads-Petersfield to Danvers Pen, Lloyds to Lowe Mt, St. Thomas; value: 3402419.94 Currency: JMD; date: 05/05/2026 20:04:29; agency: National Works Agency"
PROMEDICAL DISTRIBUTION LIMITED,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8952647,won: Supply and Delivery of Pregnancy Test Kit for KSA Health Department; value: 896551.50 Currency: JMD; date: 05/05/2026 19:58:34; agency: Kingston and St. Andrew Health Services
RHESHAN CAPITAL MANAGEMENT LIMTED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8697555,"won: Emergency Procurement - Patching - Salt Marsh to Kent, Bengal Bridge to Falmouth, Falmouth to Pillars, Duncans to Long Pond, Rock to Stewart Town, Trelawny (Post Hurricane Melissa); value: 40984480.00 Currency: JMD; date: 05/05/2026 19:39:24; agency: National Works Agency"
C-Link Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9426844,"won: Emergency Works Hurricane Melissa Reopening of Roads - Irwin, Airport Round About, Jimmy Cliff Blvd; value: 7052918.80 Currency: JMD; date: 05/05/2026 18:48:17; agency: National Works Agency"
Derron Grant t/as Synergy Business Solution,Jamaica,GOJEP Awards,,,,,S0130-Consulting Services - General,,,,,consulting,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9426598,won: Consultancy for Implementation of an Irrigation System Rehabilitation Programme for the Tourism Enhancement Fund (TEF); value: 17840000.00 Currency: JMD; date: 05/05/2026 18:23:11; agency: Tourism Enhancement Fund
